SampleID,VanA
2065C,0
2065D,1
2065E,1
2065F,0
2065G,0
2066A,0
2066B,1
2066C,1
2066D,1
2070A,0
2070B,0
2070D,0
2070E,0
2070F,0
2070G,0
2070H,0
2070I,0
2071A,0
2071B,0
2071C,1
2072A,0
2072B,0
2072C,0
2072D,0
2075A,0
2075B,0
2077A,0
2077B,0
2077C,0
2077D,0
2077E,0
2080B,0
2080C,0
2080D,0
2081A,0
2081B,0
2081C,0
2081D,0
2081E,0
2081F,0
2081G,0
2083A,0
2083B,0
2090A,0
2090B,0
2090C,0
2090D,0
2099A,0
2099B,1
2099C,1
2099D,1
2099E,0
2101B,0
2101C,0
2101D,0
2104A,0
2104B,0
2104C,0
2104D,0
2104E,0
2104G,0
2104H,0
2104I,0
2104J,0
2104K,0
2104L,0
2105A,0
2105B,0
2105C,0
2105D,0
2105E,0
2105F,0
2105P,0
2105Q,0
2111A,0
2111B,0
2111C,0
2111D,1
2111E,1
2111F,1
2111G,1
2111H,1
2111I,1
2111J,1
2117A,0
2117B,0
2117C,0
2117D,1
2117E,1
2117F,1
2119A,0
2119B,0
2119C,0
2119G,0
2119H,0
2120D,0
2120E,0
2120G,0
2120H,0
2120I,0
2120J,0
2120K,0
2120L,0
2120M,0
2121A,0
2121B,0
2121C,0
2121D,0
2121E,0
2121F,0
2121G,0
2121H,0
2121I,0
2126A,0
2126B,0
2126C,0
2126D,0
2126E,0
2126F,0
2126G,0
2127A,0
2127B,0
2127C,0
2127D,0
2127F,0
2131A,1
2133A,0
2133B,0
2133C,0
2133D,0
2133E,0
2133F,0
2133G,0
2142A,0
2142C,0
2142J,0
2142K,0
2142L,0
2142M,0
2144A,0
2144B,0
2144C,0
2144D,0
2144E,0
2145A,0
2147A,0
2147B,0
2147C,0
2147D,0
2147E,0
2147F,0
2147G,0
2147H,0
2147I,0
2147J,0
2149A,0
2149B,0
2149C,0
2149D,0
2149E,0
2149F,0
2149G,0
2150A,0
2150B,1
2150D,1
2150E,1
2150F,1
2150G,1
2150H,0
2150I,0
2150J,1
2151C,0
2151E,0
2162A,0
2162B,0
2162C,0
2162D,0
2162E,0
2162F,0
2162G,0
2162H,0
2162I,0
2162J,0
2162K,0
2162L,0
2162M,0
2162N,0
2162O,0
2162P,0
2162Q,0
2162R,0
2163C,1
2163D,1
2163E,1
2163F,1
2163G,1
2163H,1
2163I,1
2163J,1
2163K,1
2163L,1
2163M,1
2163N,1
2175A,0
2175B,0
2175C,0
2175D,0
2175E,0
2175F,0
2180A,0
2180B,0
2180C,0
2180D,0
2180E,0
2180F,0
2180G,0
2181A,0
2181B,0
2181C,0
2181D,0
2181E,0
2181F,0
2181G,0
2181H,0
2181J,0
2181K,0
2181L,0
2181M,0
2181N,0
2181O,0
2181P,0
2181Q,0
2182A,0
2182B,0
2182C,0
2182D,0
2182E,0
2182F,0
2182G,0
2182H,0
2182I,0
2196A,0
2196B,0
2196C,0
2196D,0
2196E,0
2196F,0
2196G,0
2196H,0
2196I,0
2199A,0
2199B,0
2199C,0
2199D,0
2199E,0
2199F,0
2206A,0
2206B,0
2206C,0
2206D,0
2206E,0
628B,0
628C,0
628D,0
628E,0
628F,0
628H,0
628I,0
628J,0
628K,0
628L,0
628M,0
628N,0
628O,0
628P,0
628Q,0
628R,0
628S,0
628T,0
653A,0
653B,0
653C,0
653D,0
653E,0
653F,0
653G,0
653H,0
668A,0
668B,0
668BB,1
668C,0
668CC,1
668D,0
668DD,1
668E,0
668EE,1
668F,0
668FF,1
668G,0
668GG,1
668H,0
668HH,1
668I,1
668II,1
668J,1
668JJ,1
668K,1
668KK,1
668L,1
668LL,1
668M,0
668MM,0
668N,0
668NN,1
668O,1
668P,1
668Q,1
668R,1
668S,0
668T,1
668U,1
668V,1
668W,1
668X,1
668Y,1
668Z,1
698G,0
698H,0
698I,0
698J,0
698K,0
769E,0
840E,0
840F,0
840G,0
972C,0
972D,0
972E,0
972F,0
972G,0
972H,0
972I,0
972K,0
972L,0
972M,0
972N,0
972O,0
972P,0
972Q,0
972R,0
994B,0
994C,0
994D,0
994F,0
994G,0
FMT.0001D,0
FMT.0009A,0
FMT.0009CC,0
FMT.0009X,0
FMT.0010A,0
FMT.0010S,0
FMT.0012P,0
FMT.0012Q,0
FMT.0016AA,0
FMT.0016B,0
FMT.0016C,0
FMT.0016D,0
FMT.0016G,0
FMT.0016H,0
FMT.0016I,0
FMT.0016J,0
FMT.0016K,0
FMT.0016L,0
FMT.0016M,0
FMT.0016N,0
FMT.0016O,0
FMT.0016P,0
FMT.0016R,0
FMT.0016S,0
FMT.0016U,0
FMT.0016V,0
FMT.0016W,0
FMT.0016Y,0
FMT.0016Z,0
FMT.0020A,0
FMT.0020G,0
FMT.0028K,1
FMT.0028Q,1
FMT.0028R,1
FMT.0033AA,1
FMT.0033CC,1
FMT.0033V,0
FMT.0033W,0
FMT.0033X,0
FMT.0033Y,1
FMT.0033Z,1
FMT.0034A,0
FMT.0034J,0
FMT.0035A,0
FMT.0035K,0
FMT.0036A,0
FMT.0039A,0
FMT.0039E,0
FMT.0050A,0
FMT.0050K,0
FMT.0052A,0
FMT.0052B,0
FMT.0052C,0
FMT.0052D,0
FMT.0052E,0
FMT.0052F,0
FMT.0052G,0
FMT.0052H,0
FMT.0052I,0
FMT.0052J,0
FMT.0052K,0
FMT.0052L,0
FMT.0052M,0
FMT.0052O,0
FMT.0052P,0
FMT.0052Q,0
FMT.0052R,0
FMT.0052T,0
FMT.0052U,0
FMT.0055A,1
FMT.0055C,0
FMT.0055D,0
FMT.0055E,0
FMT.0055F,0
FMT.0055G,0
FMT.0055H,0
FMT.0055I,0
FMT.0055J,0
FMT.0055K,0
FMT.0055L,0
FMT.0055N,0
FMT.0055O,0
FMT.0055P,0
FMT.0055Q,0
FMT.0055R,0
FMT.0055S,0
FMT.0057A,0
FMT.0057C,0
FMT.0057D,0
FMT.0057E,0
FMT.0057F,0
FMT.0057G,0
FMT.0057H,0
FMT.0057I,0
FMT.0057J,0
FMT.0057K,0
FMT.0057L,0
FMT.0057M,0
FMT.0057N,1
FMT.0057S,0
FMT.0057T,0
FMT.0057U,0
FMT.0059A,0
FMT.0059AA,1
FMT.0059B,0
FMT.0059BB,0
FMT.0059C,1
FMT.0059D,1
FMT.0059DD,0
FMT.0059E,1
FMT.0059F,1
FMT.0059FF,0
FMT.0059G,1
FMT.0059GG,0
FMT.0059H,1
FMT.0059HH,0
FMT.0059I,1
FMT.0059J,1
FMT.0059K,1
FMT.0059L,1
FMT.0059M,1
FMT.0059N,1
FMT.0059O,1
FMT.0059P,1
FMT.0059Q,1
FMT.0059R,1
FMT.0059S,1
FMT.0059T,1
FMT.0059U,1
FMT.0059V,1
FMT.0059X,1
FMT.0059Y,1
FMT.0059Z,1
FMT.0060A,0
FMT.0060F,0
FMT.0060H,0
FMT.0060I,0
FMT.0060J,0
FMT.0060O,0
FMT.0061A,0
FMT.0061B,0
FMT.0061C,0
FMT.0061D,0
FMT.0061E,0
FMT.0061EE,0
FMT.0061F,0
FMT.0061FF,0
FMT.0061G,0
FMT.0061GG,0
FMT.0061H,0
FMT.0061HH,0
FMT.0061I,0
FMT.0061J,0
FMT.0061K,0
FMT.0061L,0
FMT.0061R,0
FMT.0061S,0
FMT.0061U,0
FMT.0061V,0
FMT.0061Z,0
FMT.0062A,0
FMT.0062AA,0
FMT.0062B,1
FMT.0062BB,0
FMT.0062D,1
FMT.0062E,1
FMT.0062EE,0
FMT.0062F,0
FMT.0062G,0
FMT.0062H,0
FMT.0062L,0
FMT.0062M,0
FMT.0062O,0
FMT.0062P,0
FMT.0062Q,0
FMT.0062R,0
FMT.0062S,0
FMT.0062T,0
FMT.0062V,0
FMT.0062W,0
FMT.0062X,0
FMT.0062Y,0
FMT.0062Z,0
FMT.0063A,0
FMT.0063CC,0
FMT.0063FFF,0
FMT.0063G,0
FMT.0063GGG,0
FMT.0063I,0
FMT.0063JJJ,0
FMT.0063KKK,0
FMT.0063LLL,0
FMT.0063M,0
FMT.0063MMM,0
FMT.0063N,0
FMT.0063NN,0
FMT.0063OO,0
FMT.0063P,0
FMT.0063UU,0
FMT.0064A,0
FMT.0064B,0
FMT.0064FF,0
FMT.0064G,0
FMT.0064H,0
FMT.0064J,0
FMT.0064M,0
FMT.0064Q,0
FMT.0064R,0
FMT.0064S,0
FMT.0064T,0
FMT.0064V,0
FMT.0064X,1
FMT.0066A,0
FMT.0066B,0
FMT.0066C,0
FMT.0066D,0
FMT.0066E,0
FMT.0066F,0
FMT.0066G,0
FMT.0066H,0
FMT.0066I,0
FMT.0066J,0
FMT.0066K,0
FMT.0066L,0
FMT.0066M,0
FMT.0066N,0
FMT.0066O,0
FMT.0066P,0
FMT.0066Q,0
FMT.0066R,0
FMT.0066S,0
FMT.0066T,0
FMT.0066U,0
FMT.0066W,0
FMT.0066X,0
FMT.0066Y,0
FMT.0066Z,0
FMT.0067A,0
FMT.0067B,0
FMT.0067C,0
FMT.0067N,0
FMT.0067O,0
FMT.0067U,0
FMT.0068A,0
FMT.0068B,0
FMT.0068C,0
FMT.0068D,0
FMT.0068E,0
FMT.0068F,0
FMT.0068G,0
FMT.0068H,0
FMT.0068I,0
FMT.0068J,0
FMT.0068L,0
FMT.0068M,0
FMT.0068N,0
FMT.0068O,0
FMT.0068Q,0
FMT.0068R,0
FMT.0068T,0
FMT.0068U,0
FMT.0068V,1
FMT.0068W,1
FMT.0068X,1
FMT.0068Y,1
FMT.0069A,1
FMT.0069AA,0
FMT.0069B,0
FMT.0069C,0
FMT.0069D,0
FMT.0069E,0
FMT.0069F,0
FMT.0069G,0
FMT.0069H,0
FMT.0069I,0
FMT.0069J,0
FMT.0069L,1
FMT.0069M,1
FMT.0069N,1
FMT.0069P,0
FMT.0069Q,0
FMT.0069R,0
FMT.0069S,0
FMT.0069W,0
FMT.0069X,1
FMT.0069Y,0
FMT.0069Z,0
FMT.0070A,1
FMT.0070B,0
FMT.0070C,0
FMT.0070D,1
FMT.0070K,1
FMT.0070R,1
FMT.0070T,1
FMT.0070V,0
FMT.0070W,0
FMT.0072A,0
FMT.0072I,0
FMT.0072K,0
FMT.0073A,0
FMT.0073B,0
FMT.0073D,1
FMT.0073F,1
FMT.0073G,1
FMT.0073H,1
FMT.0073N,0
FMT.0073P,0
FMT.0073R,0
FMT.0073S,0
FMT.0073W,1
FMT.0074A,0
FMT.0074D,0
FMT.0074E,0
FMT.0074F,0
FMT.0074G,0
FMT.0074H,0
FMT.0075A,0
FMT.0075B,0
FMT.0075C,0
FMT.0075D,0
FMT.0075E,0
FMT.0075F,0
FMT.0075I,0
FMT.0075J,0
FMT.0075K,0
FMT.0075L,0
FMT.0075M,0
FMT.0075N,1
FMT.0076A,0
FMT.0076Q,1
FMT.0077A,0
FMT.0077AA,0
FMT.0077B,0
FMT.0077C,0
FMT.0077CC,0
FMT.0077D,0
FMT.0077DD,0
FMT.0077EE,0
FMT.0077F,0
FMT.0077FF,0
FMT.0077G,0
FMT.0077GG,0
FMT.0077H,0
FMT.0077HH,0
FMT.0077I,0
FMT.0077II,0
FMT.0077J,0
FMT.0077JJ,0
FMT.0077K,0
FMT.0077KK,0
FMT.0077L,0
FMT.0077LL,0
FMT.0077M,0
FMT.0077MM,0
FMT.0077N,0
FMT.0077NN,0
FMT.0077O,0
FMT.0077OO,0
FMT.0077P,0
FMT.0077PP,0
FMT.0077Q,0
FMT.0077QQ,1
FMT.0077R,0
FMT.0077RR,1
FMT.0077S,0
FMT.0077SS,1
FMT.0077T,0
FMT.0077TT,1
FMT.0077U,0
FMT.0077X,0
FMT.0077Y,0
FMT.0077Z,0
FMT.0079D,0
FMT.0079E,0
FMT.0079F,0
FMT.0079G,0
FMT.0079I,0
FMT.0079M,0
FMT.0079O,0
FMT.0079P,0
FMT.0080A,0
FMT.0080B,0
FMT.0080C,0
FMT.0080D,0
FMT.0080E,0
FMT.0080F,0
FMT.0080G,0
FMT.0080H,0
FMT.0080I,0
FMT.0080J,0
FMT.0080K,0
FMT.0080L,0
FMT.0080Q,0
FMT.0080R,0
FMT.0080T,0
FMT.0080U,0
FMT.0081AA,0
FMT.0081B,0
FMT.0081BB,0
FMT.0081C,1
FMT.0081G,1
FMT.0081L,1
FMT.0081N,1
FMT.0081O,1
FMT.0081P,1
FMT.0081Q,1
FMT.0081T,0
FMT.0081W,0
FMT.0081X,1
FMT.0081Y,0
FMT.0081Z,0
FMT.0082A,0
FMT.0082B,0
FMT.0082C,0
FMT.0082D,0
FMT.0082E,0
FMT.0082F,0
FMT.0082J,0
FMT.0082K,0
FMT.0082L,0
FMT.0082M,0
FMT.0082N,0
FMT.0082O,0
FMT.0082Q,1
FMT.0082R,0
FMT.0082Y,0
FMT.0082Z,0
FMT.0083A,0
FMT.0083AA,1
FMT.0083B,0
FMT.0083BB,1
FMT.0083CC,1
FMT.0083DD,1
FMT.0083EE,1
FMT.0083FF,1
FMT.0083GG,0
FMT.0083J,1
FMT.0083K,1
FMT.0083L,1
FMT.0083M,1
FMT.0083O,1
FMT.0083P,1
FMT.0083Q,1
FMT.0083S,1
FMT.0083T,0
FMT.0083U,0
FMT.0083V,0
FMT.0083W,0
FMT.0083X,0
FMT.0083Y,1
FMT.0083Z,1
FMT.0085A,0
FMT.0085B,0
FMT.0085C,0
FMT.0085D,1
FMT.0085E,1
FMT.0085F,1
FMT.0085G,1
FMT.0085H,1
FMT.0088A,0
FMT.0088B,0
FMT.0088C,0
FMT.0088D,0
FMT.0088E,0
FMT.0088F,0
FMT.0088G,0
FMT.0088H,0
FMT.0089A,0
FMT.0089B,0
FMT.0089C,0
FMT.0089D,0
FMT.0089E,0
FMT.0089F,0
FMT.0089G,0
FMT.0089H,0
FMT.0089I,0
FMT.0089J,0
FMT.0089K,0
FMT.0089L,0
FMT.0089M,0
FMT.0089N,0
FMT.0089O,0
FMT.0089P,0
FMT.0089Q,0
FMT.0089R,0
FMT.0089S,0
FMT.0090A,0
FMT.0090AA,0
FMT.0090B,0
FMT.0090C,0
FMT.0090D,0
FMT.0090E,0
FMT.0090F,0
FMT.0090G,0
FMT.0090H,0
FMT.0090K,0
FMT.0090P,0
FMT.0090Q,0
FMT.0090T,0
FMT.0090U,0
FMT.0090V,0
FMT.0090W,0
FMT.0090X,0
FMT.0090Y,0
FMT.0090Z,0
FMT.0091AA,0
FMT.0091B,0
FMT.0091BB,0
FMT.0091CC,0
FMT.0091D,0
FMT.0091DD,0
FMT.0091E,0
FMT.0091EE,0
FMT.0091F,0
FMT.0091FF,0
FMT.0091G,0
FMT.0091GG,0
FMT.0091H,0
FMT.0091HH,0
FMT.0091II,0
FMT.0091J,0
FMT.0091K,0
FMT.0091LL,0
FMT.0091O,0
FMT.0091PP,0
FMT.0091Q,0
FMT.0091QQ,0
FMT.0091RR,0
FMT.0091S,0
FMT.0091SS,0
FMT.0091TT,0
FMT.0091UU,0
FMT.0091V,0
FMT.0091W,0
FMT.0091X,0
FMT.0091Z,0
FMT.0092A,0
FMT.0092AA,1
FMT.0092B,0
FMT.0092C,0
FMT.0092CC,1
FMT.0092D,0
FMT.0092DD,1
FMT.0092E,0
FMT.0092EE,0
FMT.0092F,0
FMT.0092FF,0
FMT.0092G,0
FMT.0092GG,0
FMT.0092HH,0
FMT.0092I,0
FMT.0092II,0
FMT.0092J,1
FMT.0092JJ,0
FMT.0092K,1
FMT.0092KK,0
FMT.0092L,1
FMT.0092LL,0
FMT.0092M,1
FMT.0092MM,0
FMT.0092N,1
FMT.0092NN,0
FMT.0092O,1
FMT.0092OO,0
FMT.0092P,1
FMT.0092Q,1
FMT.0092S,1
FMT.0092T,1
FMT.0092U,1
FMT.0092W,1
FMT.0092X,1
FMT.0092Y,1
FMT.0092Z,1
FMT.0093A,0
FMT.0093BB,1
FMT.0093C,0
FMT.0093CC,1
FMT.0093D,0
FMT.0093E,0
FMT.0093F,0
FMT.0093G,0
FMT.0093GG,1
FMT.0093H,0
FMT.0093HH,1
FMT.0093I,0
FMT.0093J,0
FMT.0093K,0
FMT.0093L,0
FMT.0093M,0
FMT.0093P,0
FMT.0093Q,0
FMT.0093R,0
FMT.0093S,0
FMT.0093T,0
FMT.0093U,0
FMT.0093V,0
FMT.0093W,0
FMT.0093X,0
FMT.0094A,0
FMT.0094C,0
FMT.0094D,0
FMT.0094E,0
FMT.0094F,0
FMT.0094G,0
FMT.0094H,0
FMT.0094I,0
FMT.0094K,0
FMT.0094L,0
FMT.0094M,0
FMT.0094N,0
FMT.0094O,0
FMT.0094P,0
FMT.0094Q,0
FMT.0094R,0
FMT.0094U,0
FMT.0094X,0
FMT.0094Y,0
FMT.0097A,1
FMT.0097AA,1
FMT.0097B,0
FMT.0097BB,1
FMT.0097C,1
FMT.0097CC,1
FMT.0097D,1
FMT.0097DD,1
FMT.0097E,1
FMT.0097F,1
FMT.0097G,1
FMT.0097H,1
FMT.0097I,1
FMT.0097J,1
FMT.0097K,1
FMT.0097L,1
FMT.0097M,1
FMT.0097N,0
FMT.0097O,0
FMT.0097P,1
FMT.0097Q,1
FMT.0097R,0
FMT.0097S,0
FMT.0097T,0
FMT.0097U,0
FMT.0097V,0
FMT.0097W,0
FMT.0097Y,1
FMT.0097Z,1
FMT.0098A,1
FMT.0098D,0
FMT.0098F,1
FMT.0098I,1
FMT.0098J,1
FMT.0098K,1
FMT.0098L,1
FMT.0098M,1
FMT.0098N,1
FMT.0098O,1
FMT.0098P,0
FMT.0098R,1
FMT.0098S,0
FMT.0098T,0
FMT.0098U,1
FMT.0098V,0
FMT.0098X,0
FMT.0099A,0
FMT.0099B,0
FMT.0099C,0
FMT.0099D,0
FMT.0099E,0
FMT.0099F,0
FMT.0099G,0
FMT.0099H,0
FMT.0099I,0
FMT.0099K,0
FMT.0099L,0
FMT.0099M,0
FMT.0099N,0
FMT.0099O,0
FMT.0099Q,0
FMT.0099R,0
FMT.0100A,0
FMT.0100B,0
FMT.0100C,0
FMT.0100D,0
FMT.0100E,0
FMT.0100F,0
FMT.0100H,0
FMT.0100I,0
FMT.0100J,0
FMT.0100K,0
FMT.0100L,0
FMT.0100M,0
FMT.0100N,0
FMT.0100O,0
FMT.0100P,1
FMT.0101A,0
FMT.0101B,0
FMT.0101C,0
FMT.0101D,0
FMT.0101E,0
FMT.0101F,0
FMT.0101G,0
FMT.0101H,0
FMT.0101I,0
FMT.0101J,0
FMT.0101K,0
FMT.0101L,0
FMT.0102A,0
FMT.0102D,0
FMT.0102E,0
FMT.0102G,0
FMT.0102H,0
FMT.0102I,0
FMT.0102J,0
FMT.0102K,0
FMT.0102L,0
FMT.0102M,0
FMT.0103A,0
FMT.0103B,0
FMT.0103C,0
FMT.0103D,0
FMT.0103E,0
FMT.0103F,0
FMT.0103G,0
FMT.0103H,0
FMT.0103I,0
FMT.0103J,0
FMT.0103K,0
FMT.0103M,0
FMT.0103N,0
FMT.0103O,0
FMT.0103R,0
FMT.0103S,0
FMT.0103T,0
FMT.0103U,0
FMT.0103V,0
FMT.0103W,0
FMT.0103X,1
FMT.0103Y,1
FMT.0103Z,0
FMT.0104A,0
FMT.0104B,0
FMT.0104C,0
FMT.0104D,0
FMT.0104E,0
FMT.0104H,0
FMT.0104I,0
FMT.0104L,0
FMT.0104M,0
FMT.0104N,0
FMT.0104O,0
FMT.0104P,0
FMT.0104Q,0
FMT.0104R,0
FMT.0104S,0
FMT.0104T,0
FMT.0105A,0
FMT.0105D,0
FMT.0106A,0
FMT.0106AA,1
FMT.0106B,0
FMT.0106BB,1
FMT.0106C,0
FMT.0106CC,1
FMT.0106D,0
FMT.0106DD,1
FMT.0106E,0
FMT.0106EE,1
FMT.0106F,0
FMT.0106G,0
FMT.0106GG,0
FMT.0106H,0
FMT.0106I,0
FMT.0106K,0
FMT.0106L,0
FMT.0106M,0
FMT.0106R,0
FMT.0106S,0
FMT.0106U,0
FMT.0106V,0
FMT.0106W,0
FMT.0106X,0
FMT.0106Y,1
FMT.0106Z,1
FMT.0107A,0
FMT.0107B,0
FMT.0107C,0
FMT.0107D,0
FMT.0107E,0
FMT.0107F,0
FMT.0107G,0
FMT.0107H,0
FMT.0107I,0
FMT.0107J,0
FMT.0107K,0
FMT.0107L,0
FMT.0107M,0
FMT.0107N,0
FMT.0107O,0
FMT.0107P,0
FMT.0107R,0
FMT.0107T,1
FMT.0107U,0
FMT.0107V,0
FMT.0107W,0
FMT.0108A,0
FMT.0108B,0
FMT.0108C,0
FMT.0108D,0
FMT.0108E,0
FMT.0108F,0
FMT.0108G,0
FMT.0108H,0
FMT.0108I,0
FMT.0108J,0
FMT.0108K,0
FMT.0108L,0
FMT.0108M,0
FMT.0108N,0
FMT.0108P,0
FMT.0108Q,0
FMT.0108R,0
FMT.0108S,0
FMT.0108T,0
FMT.0108U,0
FMT.0108V,0
FMT.0108W,0
FMT.0108X,0
FMT.0108Y,0
FMT.0109A,0
FMT.0109B,0
FMT.0109C,0
FMT.0109D,0
FMT.0109G,0
FMT.0109H,0
FMT.0109I,0
FMT.0109K,0
FMT.0109L,0
FMT.0109M,0
FMT.0109N,0
FMT.0110A,0
FMT.0110B,0
FMT.0110C,0
FMT.0110D,0
FMT.0110E,0
FMT.0110F,0
FMT.0110G,0
FMT.0110H,0
FMT.0110I,0
FMT.0110J,0
FMT.0110K,0
FMT.0110L,0
FMT.0110M,0
FMT.0110N,0
FMT.0110O,0
FMT.0110P,0
FMT.0111A,0
FMT.0111AA,0
FMT.0111B,0
FMT.0111BB,0
FMT.0111C,0
FMT.0111D,0
FMT.0111E,0
FMT.0111F,0
FMT.0111G,0
FMT.0111I,0
FMT.0111L,0
FMT.0111M,0
FMT.0111N,0
FMT.0111P,0
FMT.0111S,0
FMT.0111T,0
FMT.0111V,0
FMT.0111W,0
FMT.0111X,0
FMT.0111Y,0
FMT.0111Z,0
FMT.0112A,0
FMT.0112AA,0
FMT.0112B,0
FMT.0112BB,0
FMT.0112D,0
FMT.0112E,0
FMT.0112G,0
FMT.0112H,1
FMT.0112I,1
FMT.0112J,1
FMT.0112K,1
FMT.0112L,1
FMT.0112M,0
FMT.0112N,0
FMT.0112O,1
FMT.0112P,1
FMT.0112Q,0
FMT.0112R,0
FMT.0112S,0
FMT.0112T,1
FMT.0112U,0
FMT.0112V,0
FMT.0112W,1
FMT.0112X,1
FMT.0112Y,0
FMT.0112Z,0
FMT.0113A,0
FMT.0113AA,0
FMT.0113B,0
FMT.0113BB,0
FMT.0113C,1
FMT.0113CC,0
FMT.0113D,1
FMT.0113DD,0
FMT.0113E,1
FMT.0113EE,0
FMT.0113F,1
FMT.0113FF,0
FMT.0113G,1
FMT.0113H,1
FMT.0113HH,0
FMT.0113I,1
FMT.0113II,0
FMT.0113J,1
FMT.0113JJ,0
FMT.0113K,1
FMT.0113KK,0
FMT.0113L,1
FMT.0113LL,0
FMT.0113M,1
FMT.0113MM,0
FMT.0113N,1
FMT.0113NN,0
FMT.0113OO,1
FMT.0113P,0
FMT.0113Q,0
FMT.0113R,0
FMT.0113S,0
FMT.0113T,0
FMT.0113U,0
FMT.0113V,0
FMT.0113W,0
FMT.0113X,0
FMT.0113Y,0
FMT.0113Z,0
FMT.0114A,0
FMT.0114AA,1
FMT.0114B,0
FMT.0114BB,1
FMT.0114C,0
FMT.0114CC,1
FMT.0114D,0
FMT.0114DD,1
FMT.0114E,0
FMT.0114EE,0
FMT.0114FF,0
FMT.0114G,0
FMT.0114GG,0
FMT.0114H,0
FMT.0114HH,0
FMT.0114I,0
FMT.0114J,0
FMT.0114K,0
FMT.0114O,0
FMT.0114P,0
FMT.0114Q,0
FMT.0114R,0
FMT.0114S,0
FMT.0114T,0
FMT.0114U,1
FMT.0114V,1
FMT.0114W,0
FMT.0114X,0
FMT.0114Y,0
FMT.0114Z,1
FMT.0116A,0
FMT.0116C,1
FMT.0116D,1
FMT.0116E,1
FMT.0116F,1
FMT.0116G,1
FMT.0116I,1
FMT.0116J,1
FMT.0116K,1
FMT.0116L,1
FMT.0116M,1
FMT.0116N,0
FMT.0116O,0
FMT.0116P,0
FMT.0117A,0
FMT.0117B,0
FMT.0117C,0
FMT.0117D,0
FMT.0117E,0
FMT.0117F,0
FMT.0117G,0
FMT.0117H,0
FMT.0117I,0
FMT.0117K,0
FMT.0117L,0
FMT.0117M,0
FMT.0117N,1
FMT.0117O,1
FMT.0117P,1
FMT.0117Q,1
FMT.0117R,1
FMT.0118A,0
FMT.0118B,0
FMT.0118C,0
FMT.0118D,0
FMT.0118E,0
FMT.0118F,0
FMT.0118H,0
FMT.0118J,0
FMT.0118K,0
FMT.0118L,0
FMT.0118M,0
FMT.0118N,0
FMT.0118O,0
FMT.0120A,0
FMT.0120B,1
FMT.0120C,1
FMT.0120D,1
FMT.0120E,1
FMT.0120F,1
FMT.0120G,1
FMT.0120H,1
FMT.0120I,1
FMT.0120J,1
FMT.0120K,1
FMT.0120L,1
FMT.0120N,0
FMT.0120O,0
FMT.0120P,0
FMT.0120Q,0
FMT.0120R,0
FMT.0120S,0
FMT.0120T,0
FMT.0120U,0
FMT.0120V,0
FMT.0120W,0
FMT.0120X,0
FMT.0122A,0
FMT.0122B,0
FMT.0122C,0
FMT.0122D,0
FMT.0122E,0
FMT.0122F,0
FMT.0122G,0
FMT.0122I,0
FMT.0122J,0
FMT.0125A,0
FMT.0125AA,1
FMT.0125B,0
FMT.0125BB,1
FMT.0125C,1
FMT.0125CC,1
FMT.0125D,1
FMT.0125DD,1
FMT.0125E,1
FMT.0125EE,1
FMT.0125F,1
FMT.0125FF,1
FMT.0125G,1
FMT.0125GG,0
FMT.0125H,1
FMT.0125HH,0
FMT.0125I,1
FMT.0125II,0
FMT.0125JJ,0
FMT.0125K,1
FMT.0125L,1
FMT.0125M,1
FMT.0125N,1
FMT.0125O,1
FMT.0125P,1
FMT.0125Q,0
FMT.0125R,0
FMT.0125S,1
FMT.0125T,1
FMT.0125U,1
FMT.0125V,1
FMT.0125W,1
FMT.0125X,1
FMT.0125Y,1
FMT.0125Z,1
FMT.0126A,0
FMT.0126AA,0
FMT.0126B,0
FMT.0126BB,0
FMT.0126CC,0
FMT.0126DD,1
FMT.0126E,0
FMT.0126F,0
FMT.0126FF,0
FMT.0126G,0
FMT.0126GG,1
FMT.0126H,0
FMT.0126HH,1
FMT.0126I,0
FMT.0126II,1
FMT.0126J,0
FMT.0126K,0
FMT.0126KK,1
FMT.0126L,0
FMT.0126LL,1
FMT.0126MM,0
FMT.0126N,0
FMT.0126NN,1
FMT.0126O,0
FMT.0126OO,1
FMT.0126P,0
FMT.0126PP,1
FMT.0126Q,0
FMT.0126QQ,1
FMT.0126R,0
FMT.0126SS,1
FMT.0126T,0
FMT.0126TT,1
FMT.0126U,0
FMT.0126UU,1
FMT.0126VV,1
FMT.0126X,0
FMT.0126Z,0
FMT.0127A,0
FMT.0127B,0
FMT.0127C,0
FMT.0127D,0
FMT.0127E,0
FMT.0127F,0
FMT.0127G,0
FMT.0127H,0
FMT.0127J,0
FMT.0128A,0
FMT.0128B,0
FMT.0128C,0
FMT.0128D,0
FMT.0128E,0
FMT.0128F,0
FMT.0128G,0
FMT.0128H,0
FMT.0128I,0
FMT.0128J,0
FMT.0128K,0
FMT.0128L,0
FMT.0128M,0
FMT.0128N,0
FMT.0128O,0
FMT.0128P,0
FMT.0128Q,0
FMT.0128R,0
FMT.0128S,0
FMT.0128T,0
FMT.0128U,0
FMT.0128V,0
FMT.0128W,0
FMT.0128X,0
FMT.0130A,0
FMT.0130B,0
FMT.0130C,0
FMT.0130D,0
FMT.0130E,0
FMT.0130F,0
FMT.0130G,0
FMT.0130H,0
FMT.0130I,0
FMT.0131A,0
FMT.0131B,0
FMT.0131C,0
FMT.0131D,0
FMT.0131E,0
FMT.0131F,0
